Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
1936,Garmisch Partenkirchen,Skiing,"KARPPINEN, Klaus",FIN,Men,4X10KM Relay,Gold,,
1936,Garmisch Partenkirchen,Skiing,"LeHDE, Matti",FIN,Men,4X10KM Relay,Gold,,
1936,Garmisch Partenkirchen,Skiing,"NURMELA, Sulo",FIN,Men,4X10KM Relay,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"ARCHER, Alexander",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"BORLAND, James Andrew",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"BRENCHLEY, Edgar",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"CHAPPELL, James",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"COWARD, John",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"DAILLEY, Gordon Debenham",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"DAVEY, John Gerald",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"ERHARDT, Carl",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"FOSTER, James",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"KILPATRICK, John",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"STINCHCOMBE, Archibald",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Ice Hockey,"WYMAN, Robert",GBR,Men,Ice Hockey,Gold,,
1936,Garmisch Partenkirchen,Skating,"BAIER, Ernst",GER,Men,Pairs,Gold,,
1936,Garmisch Partenkirchen,Skating,"HERBER, Maxi",GER,Women,Pairs,Gold,,
1936,Garmisch Partenkirchen,Skiing,"PFNeeR, Franz",GER,Men,Alpine Combined,Gold,,
1936,Garmisch Partenkirchen,Skiing,"CRANZ, Christel",GER,Women,Alpine Combined,Gold,,
1936,Garmisch Partenkirchen,Skating,"HENIE, Sonja",NOR,Women,Individual,Gold,,
1936,Garmisch Partenkirchen,Skating,"BALLANGRUD, Ivar",NOR,Men,10000M,Gold,,
1936,Garmisch Partenkirchen,Skating,"MATHISEN, Charles",NOR,Men,1500M,Gold,,
1936,Garmisch Partenkirchen,Skating,"BALLANGRUD, Ivar",NOR,Men,5000M,Gold,,
1936,Garmisch Partenkirchen,Skating,"BALLANGRUD, Ivar",NOR,Men,500M,Gold,,
1936,Garmisch Partenkirchen,Skiing,"HAGEN, Oddbjorn",NOR,Men,Individual,Gold,,
1936,Garmisch Partenkirchen,Skiing,"RUUD, Birger",NOR,Men,K90 Individual (70M),Gold,,
1936,Garmisch Partenkirchen,Bobsleigh,"BEERLI, Joseph",SUI,Men,Four-Man,Gold,,
1936,Garmisch Partenkirchen,Bobsleigh,"BOUVIER, Charles",SUI,Men,Four-Man,Gold,,
1936,Garmisch Partenkirchen,Bobsleigh,"GARTMANN, Arnold",SUI,Men,Four-Man,Gold,,
1936,Garmisch Partenkirchen,Bobsleigh,"MUSY, Pierre",SUI,Men,Four-Man,Gold,,
1936,Garmisch Partenkirchen,Skiing,"LARSSON, Erik August",SWE,Men,18KM,Gold,,
1936,Garmisch Partenkirchen,Skiing,"WIKLUND, Elis",SWE,Men,50KM,Gold,,
1936,Garmisch Partenkirchen,Bobsleigh,"BROWN, Ivan Elmore",USA,Men,Two-Man,Gold,,
1936,Garmisch Partenkirchen,Bobsleigh,"WASHBOND, Alan M.",USA,Men,Two-Man,Gold,,
1948,St.Moritz,Skiing,"BEISER-JOCHUM, Trude",AUT,Women,Alpine Combined,Gold,,
1948,St.Moritz,Skating,"BAUGNIET, Pierre",BEL,Men,Pairs,Gold,,
1948,St.Moritz,Skating,"LANNOY, Micheline",BEL,Women,Pairs,Gold,,
1948,St.Moritz,Ice Hockey,"BROOKS, H.",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"DOWEY, Murray Albert",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"DUNSTER, Bernard Frank",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"FORBES, R.A.",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"GILPIN, A.",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"GRAVELLE, Jean Orval",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"GUZZO, Patrick",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"HALDER, Walter Edwin",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"HIBBERD, Thomas Edward",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"KING, Ross",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"LAPERRIERE, Henri-Andre",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"LECOMPTE, John Howard",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"LEICHNITZ, J.",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"MARA, George Edward",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"RENAUD, Albert Romeo",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"SCHROETER, Reginald John",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Ice Hockey,"TAYLOR, Irving",CAN,Men,Ice Hockey,Gold,,
1948,St.Moritz,Skating,"SCOTT, Barbara Ann",CAN,Women,Individual,Gold,,
1948,St.Moritz,Skiing,"HASU, Heikki",FIN,Men,Individual,Gold,,
1948,St.Moritz,Skiing,"OREILLER, Henri",FRA,Men,Alpine Combined,Gold,,
1948,St.Moritz,Skiing,"OREILLER, Henri",FRA,Men,Downhill,Gold,,
1948,St.Moritz,Bobsleigh,"BIBBIA, Nino",ITA,Men,Individual,Gold,,
1948,St.Moritz,Skating,"FARSTAD, Sverre",NOR,Men,1500M,Gold,,
1948,St.Moritz,Skating,"LIAKLEV, Reidar",NOR,Men,5000M,Gold,,
1948,St.Moritz,Skating,"HELGESEN, Finn",NOR,Men,500M,Gold,,
1948,St.Moritz,Skiing,"HUGSTED, Petter",NOR,Men,K90 Individual (70M),Gold,,
1948,St.Moritz,Bobsleigh,"ENDRICH, Felix",SUI,Men,Two-Man,Gold,,
1948,St.Moritz,Bobsleigh,"WALLER, Friedrich",SUI,Men,Two-Man,Gold,,
1948,St.Moritz,Skiing,"SCHLUNEGGER, Hedy",SUI,Women,Downhill,Gold,,
1948,St.Moritz,Skiing,"REINALTER, Edi",SUI,Men,Slalom,Gold,,
1948,St.Moritz,Skating,"SEYFFARTH, Ake",SWE,Men,10000M,Gold,,
1948,St.Moritz,Skiing,"LUNDSTRe_M, Martin",SWE,Men,18KM,Gold,,
1948,St.Moritz,Skiing,"ERIKSSON, Gunnar",SWE,Men,4X10KM Relay,Gold,,
1948,St.Moritz,Skiing,"LUNDSTRe_M, Martin",SWE,Men,4X10KM Relay,Gold,,
1948,St.Moritz,Skiing,"e_STENSSON, Nils",SWE,Men,4X10KM Relay,Gold,,
1948,St.Moritz,Skiing,"TePP, Nils",SWE,Men,4X10KM Relay,Gold,,
1948,St.Moritz,Skiing,"KARLSSON, Nils",SWE,Men,50KM,Gold,,
1948,St.Moritz,Bobsleigh,"D'AMICO, William",USA,Men,Four-Man,Gold,,
1948,St.Moritz,Bobsleigh,"MARTIN, Patrick Henry",USA,Men,Four-Man,Gold,,
1948,St.Moritz,Bobsleigh,"RIMKUS, Edward",USA,Men,Four-Man,Gold,,
1948,St.Moritz,Bobsleigh,"TYLER, Francis William",USA,Men,Four-Man,Gold,,
1948,St.Moritz,Skating,"BUTTON, Richard",USA,Men,Individual,Gold,,
1948,St.Moritz,Skiing,"FRASER, Gretchen",USA,Women,Slalom,Gold,,
1952,Oslo,Skiing,"BEISER-JOCHUM, Trude",AUT,Women,Downhill,Gold,,
1952,Oslo,Skiing,"SCHNEIDER, Othmar",AUT,Men,Slalom,Gold,,
1952,Oslo,Ice Hockey,"ABEL, George Gordon",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Ice Hockey,"DAVIES, John Francis",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Ice Hockey,"DAWE, Billie",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Ice Hockey,"DICKSON, Robert Bruce",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Ice Hockey,"GAUF, Donald Valentine",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Ice Hockey,"GIBSON, William James",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Ice Hockey,"HANSCH, Ralph Lawrence",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Ice Hockey,"MEYERS, Robert Roderick",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Ice Hockey,"MILLER, David Engelberg",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Ice Hockey,"PATERSON, Eric Evan",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Ice Hockey,"POLLOCK, Thomas Allen",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Ice Hockey,"PURVIS, Alan Ruggles",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Ice Hockey,"ROBERTSON, Gordon",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Ice Hockey,"SECCO, Louis John",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Ice Hockey,"SULLIVAN, Francis Cornelius",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Ice Hockey,"WATT, Robert",CAN,Men,Ice Hockey,Gold,,
1952,Oslo,Skiing,"WIDEMAN, Lydia",FIN,Women,10KM,Gold,,
1952,Oslo,Skiing,"HASU, Heikki",FIN,Men,4X10KM Relay,Gold,,
1952,Oslo,Skiing,"KORHONEN, Urpo",FIN,Men,4X10KM Relay,Gold,,
1952,Oslo,Skiing,"LONKILA, Paavo",FIN,Men,4X10KM Relay,Gold,,
1952,Oslo,Skiing,"MeKELe, Tapio",FIN,Men,4X10KM Relay,Gold,,
1952,Oslo,Skiing,"HAKULINEN, Veikko",FIN,Men,50KM,Gold,,
1952,Oslo,Bobsleigh,"KEMSER, Franz",FRG,Men,Four-Man,Gold,,
1952,Oslo,Bobsleigh,"KUHN, Friedrich",FRG,Men,Four-Man,Gold,,
1952,Oslo,Bobsleigh,"NIEBERL, Lorenz",FRG,Men,Four-Man,Gold,,
1952,Oslo,Bobsleigh,"OSTLER, Andreas",FRG,Men,Four-Man,Gold,,
1952,Oslo,Bobsleigh,"NIEBERL, Lorenz",FRG,Men,Two-Man,Gold,,
1952,Oslo,Bobsleigh,"OSTLER, Andreas",FRG,Men,Two-Man,Gold,,
1952,Oslo,Skating,"FALK, Paul",FRG,Men,Pairs,Gold,,
1952,Oslo,Skating,"FALK, Ria",FRG,Women,Pairs,Gold,,
1952,Oslo,Skating,"ALTWEGG, Jeannette",GBR,Women,Individual,Gold,,
1952,Oslo,Skiing,"COLO, Zeno",ITA,Men,Downhill,Gold,,
1952,Oslo,Skating,"ANDERSEN, Hjalmar",NOR,Men,10000M,Gold,,
1952,Oslo,Skating,"ANDERSEN, Hjalmar",NOR,Men,1500M,Gold,,
1952,Oslo,Skating,"ANDERSEN, Hjalmar",NOR,Men,5000M,Gold,,
1952,Oslo,Skiing,"ERIKSEN, Stein",NOR,Men,Giant Slalom,Gold,,
1952,Oslo,Skiing,"BRENDEN, Hallgeir",NOR,Men,18KM,Gold,,
1952,Oslo,Skiing,"SLATTVIK, Simon",NOR,Men,Individual,Gold,,
1952,Oslo,Skiing,"BERGMANN, Arnfinn",NOR,Men,K90 Individual (70M),Gold,,
1952,Oslo,Skating,"BUTTON, Richard",USA,Men,Individual,Gold,,
1952,Oslo,Skating,"HENRY, Kenneth",USA,Men,500M,Gold,,
1952,Oslo,Skiing,"MEAD LAWRENCE, Andrea",USA,Women,Giant Slalom,Gold,,
1952,Oslo,Skiing,"MEAD LAWRENCE, Andrea",USA,Women,Slalom,Gold,,
1956,Cortina d'Ampezzo,Skating,"OPPELT, Kurt",AUT,Men,Pairs,Gold,,
1956,Cortina d'Ampezzo,Skating,"SCHWARZ, Elisabeth",AUT,Women,Pairs,Gold,,
1956,Cortina d'Ampezzo,Skiing,"SAILER, Anton",AUT,Men,Downhill,Gold,,
1956,Cortina d'Ampezzo,Skiing,"SAILER, Anton",AUT,Men,Giant Slalom,Gold,,
1956,Cortina d'Ampezzo,Skiing,"SAILER, Anton",AUT,Men,Slalom,Gold,,
1956,Cortina d'Ampezzo,Skiing,"REICHERT, Ossi",EUA,Women,Giant Slalom,Gold,,
1956,Cortina d'Ampezzo,Skiing,"HAKULINEN, Veikko",FIN,Men,30KM Mass Start,Gold,,
1956,Cortina d'Ampezzo,Skiing,"HIETAMIES, Mirja",FIN,Women,3X5KM Relay,Gold,,
1956,Cortina d'Ampezzo,Skiing,"POLKUNEN, Sirkka",FIN,Women,3X5KM Relay,Gold,,
1956,Cortina d'Ampezzo,Skiing,"RANTANEN, Siiri",FIN,Women,3X5KM Relay,Gold,,
1956,Cortina d'Ampezzo,Skiing,"HYVeRINEN, Antti",FIN,Men,K90 Individual (70M),Gold,,
1956,Cortina d'Ampezzo,Bobsleigh,"CONTI, Giacomo",ITA,Men,Two-Man,Gold,,
1956,Cortina d'Ampezzo,Bobsleigh,"DALLA COSTA, Lamberto",ITA,Men,Two-Man,Gold,,
1956,Cortina d'Ampezzo,Skiing,"BRENDEN, Hallgeir",NOR,Men,15KM,Gold,,
1956,Cortina d'Ampezzo,Skiing,"STENERSEN, Sverre",NOR,Men,Individual,Gold,,
1956,Cortina d'Ampezzo,Bobsleigh,"ALT, Robert",SUI,Men,Four-Man,Gold,,
1956,Cortina d'Ampezzo,Bobsleigh,"ANGST, Heinrich",SUI,Men,Four-Man,Gold,,
1956,Cortina d'Ampezzo,Bobsleigh,"DIENER, Gottfried",SUI,Men,Four-Man,Gold,,
1956,Cortina d'Ampezzo,Bobsleigh,"KAPUS, Franz",SUI,Men,Four-Man,Gold,,
1956,Cortina d'Ampezzo,Skiing,"BERTHOD, Madeleine",SUI,Women,Downhill,Gold,,
1956,Cortina d'Ampezzo,Skiing,"COLLIARD, Renee",SUI,Women,Slalom,Gold,,
1956,Cortina d'Ampezzo,Skating,"ERICSSON, Sigvard",SWE,Men,10000M,Gold,,
1956,Cortina d'Ampezzo,Skiing,"JERNBERG, Sixten",SWE,Men,50KM,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"BABICH, Evgeniy",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"BOBROV, Vsevolod",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"GURYSHEV, Aleksey",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"KHLYSTOV, Nikolae",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"KOUZINE, Valentin",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"KRYLOV, Yuri",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"KUCHEVSKIY, Alfred",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"MKRTCHAN, Grigori",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"NIKIFOROV, Viktor",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"PANTJUKHOV, Yuri",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"PUCHKOV, Nikolae",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"SHUVALOV, Viktor",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"SIDORENKOV, Genrikh",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"SOLOGUBOV, Nikolae",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"TREGUBOV, Ivan",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"UKOLOV, Dimitri",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Ice Hockey,"UVAROV, Aleksandr",URS,Men,Ice Hockey,Gold,,
1956,Cortina d'Ampezzo,Skating,"GRISHIN, Yevgeny",URS,Men,1500M,Gold,,
1956,Cortina d'Ampezzo,Skating,"MIKHAILOV, Yury",URS,Men,1500M,Gold,,
1956,Cortina d'Ampezzo,Skating,"SHILKOV, Boris",URS,Men,5000M,Gold,,
1956,Cortina d'Ampezzo,Skating,"GRISHIN, Yevgeny",URS,Men,500M,Gold,,
1956,Cortina d'Ampezzo,Skiing,"BARANOVA, Lyubov",URS,Women,10KM,Gold,,
1956,Cortina d'Ampezzo,Skiing,"ANIKIN, Nikolay",URS,Men,4X10KM Relay,Gold,,
1956,Cortina d'Ampezzo,Skiing,"KOLCHIN, Pavel",URS,Men,4X10KM Relay,Gold,,
1956,Cortina d'Ampezzo,Skiing,"KOUZINE, Vladimir",URS,Men,4X10KM Relay,Gold,,
1956,Cortina d'Ampezzo,Skiing,"TERENTYEV, Fyodor",URS,Men,4X10KM Relay,Gold,,
1956,Cortina d'Ampezzo,Skating,"JENKINS, Hayes",USA,Men,Individual,Gold,,
